disease_name,associated_disease
急性肝病,肝脓肿
先天性纯红细胞再生障碍性贫血,血色病
先天性纯红细胞再生障碍性贫血, 急性髓细胞白血病
先天性纯红细胞再生障碍性贫血, 急性淋巴细胞白血病
先天性纯红细胞再生障碍性贫血, 霍奇金病
老年人胆囊癌,膈下脓肿
先天性胆管囊状扩张,胆管扩张症
先天性胆管囊状扩张, 胆结石
先天性胆管囊状扩张, 腹膜炎
先天性胆管囊状扩张, 肝硬化
先天性胆管囊状扩张, 门静脉高压症
先天性胆管囊状扩张, 慢性胆囊炎
老年人胆囊炎,休克
埃布斯坦综合征,脑脓肿
胰腺真性囊肿,腹水
胰腺真性囊肿, 消化道出血
老年人胆石症,急性胰腺炎
先天性高弓足,胼胝体进行性变性
慢性肝病,肝大
老年人低钙血症,心绞痛
先天性冠状动脉瘘,猝死
移植后淋巴增殖性疾病,淋巴瘤
风寒,支气管炎
老年人低钾血症,肾功能衰竭
先天性红细胞生成异常性贫血,血色病
移植物抗宿主病,腹泻
尘螨过敏,过敏性结膜炎
尘螨过敏, 过敏性荨麻疹
尘螨过敏, 过敏性结膜炎
尘螨过敏, 过敏性哮喘
尘螨过敏, 过敏性鼻炎
先天性静脉畸形肢体肥大综合征,血管瘤
老年人低钠血症,昏迷
高度近视,白内障
先天性髋关节脱位,股骨头坏死
老年人低血糖昏迷,癫痫
遗传性对称性色素异常症,色素斑
外向孤独症,失眠
先天性卵巢发育不全,闭经
老年人低血糖症,脑梗死
遗传性多发脑梗死性痴呆,褥疮
先天性肾病综合征,腹水
老年人低血压,骨折
遗传性多发性骨软骨瘤,骨折
眩晕症,骨折
眩晕症, 冠状动脉供血不足
先天性十二指肠闭锁,吸入性肺炎
老年人短暂性大脑缺血性发作,失语症
丝状疣,妇科炎症
遗传性耳瘘,中耳炎
老年人多发性骨髓瘤,肾功能衰竭
先天性视网膜劈裂症,斜视
急性阴道炎,宫颈炎
老年人多器官功能衰竭,昏迷
先天性胃壁肌层缺损,休克
念珠菌性包皮龟头炎,附睾炎
先天性小眼球合并眼眶囊肿,眼眶脑膜-脑膨出
甲状腺结节钙化,糖尿病
老年人恶性心包积液,心功能障碍
先天性血管瘤,贫血
遗传性感觉神经病,角膜溃疡
遗传性感觉神经病, 吞咽困难
遗传性感觉神经病, 智力低下
遗传性感觉神经病, 精神发育迟滞
耳神经痛,神经性耳鸣
先天性远端尺桡关节半脱位,关节痛
老年人非霍奇金恶性淋巴肿瘤,肠梗阻
老年人非霍奇金恶性淋巴肿瘤, 肠套叠
老年人非霍奇金恶性淋巴肿瘤, 脑水肿
老年人非霍奇金恶性淋巴肿瘤, 骨折
老年人非霍奇金恶性淋巴肿瘤, 肾功能衰竭
老年人非霍奇金恶性淋巴肿瘤, 高血压
老年人非霍奇金恶性淋巴肿瘤, 尿潴留
遗传性高尿酸血症,隐睾
甲状腺弥漫性病变,甲状腺结节钙化
先天性跖骨内收畸形,足外翻
老年人肥厚型心肌病,猝死
甲状腺乳头癌,呼吸衰竭
老年人肥胖症,高血压
纤维肌痛综合征,焦虑症
前庭功能紊乱,眩晕
前庭功能紊乱, 小儿迷路水肿-耳性眩晕综合征
前庭功能紊乱, 晕动病
前庭功能紊乱, 位置性眩晕
遗传性良性上皮内角化不良,结膜充血
老年人肺癌,肺炎
筛窦炎,头痛
遗传性凝血酶原缺乏,肌肉萎缩
老年人肺结核,支气管扩张
老年人肺结核, 脓胸
老年人肺结核, 气胸
老年人肺结核, 肺曲菌病
老年人肺结核, 慢性肺源性心脏病
纤维性骨炎,佝偻病
上颌窦炎,头痛
遗传性凝血因子Ⅴ缺乏症,血尿
老年人肺结核病,肺心病
腺性唇炎,肿胀
遗传性凝血因子Ⅶ缺乏,鼻出血
老年人肺脓肿,大咯血
相对性红细胞增多症,心血管和血栓栓塞综合征
不均匀性脂肪肝,肝损伤
遗传性凝血因子ⅩⅢ缺乏,水肿
小儿牛皮癣,银屑病关节炎
遗传性凝血因子Ⅹ缺乏,肌肉萎缩
小肠纤维瘤,消化道出血
老年人肺气肿,自发性气胸
老年人肺气肿, 慢性肺源性心脏病
老年人肺气肿, 心力衰竭
老年人肺气肿, 呼吸衰竭
老年人肺气肿, 弥漫性血管内凝血
老年人肺气肿, 胃溃疡
老年人肺气肿, 肺栓塞
老年人肺气肿, 睡眠呼吸暂停综合征
小儿急性呼吸窘迫综合征,肺水肿
遗传性凝血因子Ⅺ缺乏,肌肉萎缩
老年人肺栓塞,猝死
遗传性球形红细胞增多症,心肌病
肺燥,肺纤维化
小儿食管化学性烧伤,食管穿孔
小儿食管化学性烧伤, 小儿消化道出血
小儿食管化学性烧伤, 腹膜炎
小儿食管化学性烧伤, 喉水肿
小儿食管化学性烧伤, 吸入性肺炎
小儿食管化学性烧伤, 肺脓肿
小儿食管化学性烧伤, 支气管扩张
老年人肺心病,上消化道出血
老年人肺心病, 肾功能不全
老年人肺心病, 肺性脑病
老年人肺心病, 弥散性血管内凝血
老年人肺心病, 慢性肺源性心脏病
老年人肺心病, 老年人肺气肿
遗传性铁粒幼细胞性贫血,心律失常
小脑扁桃体下疝畸形,脑积水
老年人肺性脑病,肺性脑病
肠胃型感冒,腹泻
新生儿低镁血症,心律失常
肺热,肺咳
遗传性椭圆形红细胞增多症,胆结石
新生儿流行性腹泻,脱水
新生儿流行性腹泻, 代谢性酸中毒
新生儿流行性腹泻, 鹅口疮
新生儿流行性腹泻, 尿布皮炎
新生儿流行性腹泻, 肺炎
新生儿流行性腹泻, 败血症
新生儿流行性腹泻, 贫血
肺寒,风寒犯肺
新生儿脓疱疮,脑膜炎
老年人肺炎,心律失常
遗传性纤维蛋白原缺乏症,脾破裂
跟痛症,跟骨骨髓炎
猩红热样红斑,肾小球肾炎
老年人分水岭脑梗死,癫痫
遗传性异常纤维蛋白原血症,血栓形成
安卡性肾炎,高血压
性心理障碍,抑郁症
癣菌疹,灰指甲
血管畸形引起的吞咽困难,膈疝
甲状腺囊肿,吞咽困难
血管内乳头状血管内皮细胞瘤,关节疼痛
老年人风湿性心脏病,充血性心力衰竭
老年人风湿性心脏病, 心律失常
老年人风湿性心脏病, 脑栓塞
老年人风湿性心脏病, 感染性心内膜炎
老年人风湿性心脏病, 脑梗死
老年人风湿性心脏病, 心肌梗死
老年人风湿性心脏病, 肺水肿
老年人风湿性心脏病, 主动脉瓣关闭不全
老年人风湿性心脏病, 血栓形成
小儿口腔溃疡,鹅口疮
血管神经性水肿,腹泻
老年人腹主动脉瘤,肾绞痛
倒经,子宫内膜异位症
酸中毒,混合型肾小管性酸中毒
酸中毒, 肾小管性酸中毒
酸中毒, 糖尿病酮症酸中毒
血管纤维瘤,慢性肉芽肿病
遗传性硬化性皮肤异色症,白癜风
雅司病,骨膜炎
膀胱囊肿,便秘
咽囊炎,耳聋
手指撕脱性骨折,肿胀
言语和语言发育障碍,儿童孤独症
遗传性运动失调性多发性神经炎,肌肉萎缩
老年人钙化性瓣膜病,心力衰竭
乙型肝炎病毒相关性肾炎,慢性肝炎
老年人肝性脑病,肝肾综合征
乙型肝炎病毒性关节炎,多肌炎
眼睑皮脂腺癌,眼球运动障碍
乙型肝炎抗原血症,原发性肝癌
老年人肝硬化,上消化道出血
老年人肝硬化, 休克
老年人肝硬化, 肝性脑病
老年人肝硬化, 败血症
老年人肝硬化, 腹膜炎
老年人肝硬化, 肝肾综合征
老年人肝硬化, 原发性肝癌
心脏瓣膜关闭不全,心内膜炎
乙状结肠扭转,结肠扭转
梭形细胞肿瘤,腹痛
眼球后退综合征,腭裂
乙状结肠造口旁沟疝,休克
眼球内炎,青光眼
间歇性斜视,间歇性外斜视
老年人感染性休克,弥散性血管内凝血
异常γ-球蛋白血症,寻常疣
眼球运动障碍,斜视
老年人高钙血症,心律失常
异色性虹膜睫状体炎,青光眼
老年人高钾血症,心律失常
腰部峡部崩裂和脊椎滑脱,腰椎间盘突出
便秘性结肠炎,结肠粪性穿孔
异物伤,急性蜂窝组织炎
腰椎退变性小关节损伤性关节炎,椎体严重楔形变并伴小关节半脱位
老年人高钠血症,昏迷
异物性食管穿孔,肺脓肿
抬头纹,炎症后弹力纤维松解伴皮肤松弛
药物导致的肺部疾病,咯血
老年人高渗性非酮症糖尿病昏迷,休克
角膜损伤,眼底出血
角膜损伤, 眼球内炎
角膜损伤, 玻璃体出血
角膜损伤, 晶状体异位
阴部神经干痛,阳痿
腋毛癣菌病,足菌肿
老年人高血压,心肌梗死
阴道白斑,阴道炎
新生儿消化不良,小儿营养不良
新生儿消化不良, 小儿营养不良性消瘦
原发性皮肤结核综合征,肾结核
老年人高血压危象,高血压脑病
头皮痣,肿胀
阴道壁息肉,阴道炎
衣原体淋巴肉芽肿,附睾炎
衣原体淋巴肉芽肿, 腹膜炎
衣原体淋巴肉芽肿, 溃疡性结肠炎
衣原体淋巴肉芽肿, 骨膜炎
衣原体淋巴肉芽肿, 关节炎
衣原体淋巴肉芽肿, 脑膜炎
老年人高脂血症,动脉硬化
阴道恶性苗勒管混合瘤,子宫内膜异位症
胰岛素抵抗与代谢综合征,高血压
遗传性出血性毛细血管扩张,贫血
老年人梗阻性肾病,肾功能不全
溃疡性口腔炎,口腔粘膜病
老年人骨关节炎,关节炎
透明隔囊肿,头痛
阴道鳞状上皮癌,尿道狭窄
乙状结肠间疝,休克
老年人骨髓增生异常综合征,白血病
阴道蚂蟥叮吸,阴道炎
阴道内胚窦瘤,肺转移瘤
异染性脑白质营养不良,抽搐与惊厥
秃顶,生长期脱发
阴道平滑肌肉瘤,尿毒症
弗郎西丝菌肺炎,胸腔积液
慢性病毒性肝炎,肝硬化
老年人骨质疏松,骨折
阴道前壁膨出,肾积水
异源内分泌综合征,高钙血症
黄斑病变,黄斑变性
阴道上皮内瘤样变,直肠损伤
阴部鲍恩样丘疹病,尖锐湿疣
胆囊囊肿,胆囊炎
阴道嗜血杆菌性阴道炎,滴虫性阴道炎
阴道粒细胞肉瘤,败血症
老年人过敏性紫癜,肾功能衰竭
砣疣,肿胀
阴道腺癌,白带异常
阴道美丽筒线虫病,头痛
老年人呼吸衰竭,肺水肿
地高辛中毒,心律失常
阴道腺病,白带异常
老年人呼吸性酸中毒,心力衰竭
膀胱过度活动症,膀胱炎
老年人环咽肌功能障碍,支气管扩张
阴茎阴囊象皮肿,睾丸鞘膜积液
急性丙肝,肝癌
阴道斜隔,子宫内膜异位症
老年人霍奇金淋巴瘤,白血病
阴茎折断,性功能障碍
胃气上逆,消化不良
阴道血管肉瘤,白带异常
银屑病关节炎及其伴发的葡萄膜炎,视网膜脱离
拇囊炎,慢性创伤性滑囊炎
阴道血吸虫病,人乳头瘤病毒感染
隐斜,恶心和呕吐
肺泡癌,阻塞性肺气肿
老年人急腹症,休克
老年人急腹症, 腹痛
老年人急腹症, 上消化道出血
老年人急腹症, 老年人上消化道出血
老年人急腹症, 老年人急腹症
老年人急腹症, 急腹症
老年人急腹症, 腹泻
阴道异物,尿瘘
阴道异物, 粪瘘
阴道异物, 水肿
阴道异物, 阴道炎
阴道异物, 外阴炎
阴道异物, 盆腔脓肿
阴道异物, 腹膜炎
阴道异物, 感染性休克
阴道异物, 败血症
婴儿成神经细胞瘤,结节性红斑
脾梗死,充血性脾肿大
肝结石,急性胆管炎
婴儿痤疮,皮肤囊肿
老年人急进性肾炎,心脏病
肛乳头瘤,便秘
阴道转移性肿瘤,非特异性阴道炎
婴儿肌纤维瘤病,结节病
老年人急性非淋巴细胞白血病,贫血
脾肾两虚,水肿
婴儿期短暂性低丙球蛋白血症,呼吸道感染
阴道子宫内膜间质肉瘤,腹胀
老年人急性感染后肾炎,昏迷
跟腱炎,跟腱断裂
阴沟肠杆菌感染,脓肿
老年人急性呼吸窘迫综合征,心律失常
老年人急性呼吸窘迫综合征, 气胸
老年人急性呼吸窘迫综合征, 休克
老年人急性呼吸窘迫综合征, 心力衰竭
老年人急性呼吸窘迫综合征, 呼吸衰竭
老年人急性呼吸窘迫综合征, 电解质紊乱
婴儿青铜综合征,腹水
阴茎结核疹,肾结核
老年人急性阑尾炎,腹痛
小肠下垂,肠梗阻
婴幼儿外阴阴道炎,外阴溃疡
阴茎离断伤,尿道狭窄
老年人急性淋巴细胞白血病,呼吸衰竭
关节退行性变,关节疼痛
阴茎扭转,尿道下裂
硬脑膜外脓肿,癫痫
小儿过敏性支气管炎,咳嗽
老年人急性肾功能衰竭,上消化道出血
老年人急性肾功能衰竭, 高血压
老年人急性肾功能衰竭, 心力衰竭
老年人急性肾功能衰竭, 心律失常
老年人急性肾功能衰竭, 上消化道出血
老年人急性肾功能衰竭, 老年人上消化道出血
硬肿症,心源性休克
阴茎前阴囊,不孕不育
老年人急性胰腺炎,休克
老年人急性胰腺炎, 糖尿病
老年人急性胰腺炎, 心律失常
老年人急性胰腺炎, 心力衰竭
老年人急性胰腺炎, 消化道出血
老年人急性胰腺炎, 急性呼吸窘迫综合征
阴茎头包皮炎,包茎
阴囊癌,舌癌
阴囊癌, 前列腺癌
阴囊癌, 膀胱癌
阴囊癌, 肺癌
阴囊癌, 结肠癌
阴囊癌, 肾癌
阴囊癌, 肾上腺肿瘤
尤因肉瘤,骨折
阴囊坏疽,感染性休克
龟头癌,便秘
疣状癌,尖锐湿疣
小脑梗塞,痴呆
阴囊损伤,脓毒症
疣状角化不良病,脓毒症
老年人急性左心衰竭,休克
老年人急性左心衰竭, 心律失常
老年人急性左心衰竭, 肾功能衰竭
老年人急性左心衰竭, 老年人急性左心衰竭
老年人急性左心衰竭, 冠心病
阴囊炎性癌,前列腺癌
幼年型类风湿性关节炎,心包炎
幼年型类风湿性关节炎, 胸膜炎
幼年型类风湿性关节炎, 贫血
幼年型类风湿性关节炎, 弥散性血管内凝血
幼年型类风湿性关节炎, 腹膜炎
幼年型类风湿性关节炎, 干燥综合征
幼年型类风湿性关节炎, 虹膜睫状体炎
幼年型类风湿性关节炎, 青光眼
幼年型类风湿性关节炎, 白内障
幼年型类风湿性关节炎, 强直性脊柱炎
老年人脊髓压迫症,截瘫
慢性病,骨质疏松
原发性肺动脉高压,晕厥
银屑病关节炎性巩膜炎,白内障
老年人脊髓亚急性联合变性,视神经萎缩
过敏性湿疹,皮炎
原发性骨淋巴瘤,骨折
银屑病甲,肾功能衰竭
老年人甲减性心脏病,心肌梗死
小细胞低色素性贫血,颅内高压综合征
原发性卵巢类癌综合征,心力衰竭
老年人甲亢性心脏病,心肌梗死
老年人甲状腺癌,结节性甲状腺肿
原发性下肢深静脉瓣膜关闭不全,湿疹
银屑病性关节炎,主动脉瓣关闭不全
远端肾小管性酸中毒,耳聋
老年人甲状腺功能低下,全身黏液性水肿
老年人甲状腺功能低下, 昏迷
老年人甲状腺功能低下, 冠心病
老年人甲状腺功能低下, 心律失常
老年人甲状腺功能低下, 心力衰竭
老年人甲状腺功能低下, 贫血
老年人甲状腺功能低下, 心绞痛
喉息肉,喉阻塞
隐匿型乳腺癌,胸腔积液
月骨脱位及月骨周围脱位,骨折
老年人甲状腺功能亢进危象,休克
运动诱发哮喘,急性肺源性心脏病
隐匿型肾炎,高血压
老年人甲状腺功能亢进症,甲亢性心脏病
老年人甲状腺功能亢进症, 心绞痛
老年人甲状腺功能亢进症, 心肌梗死
老年人甲状腺功能亢进症, 心律失常
老年人甲状腺功能亢进症, 充血性心力衰竭
老年人甲状腺功能亢进症, 房室传导阻滞
老年人甲状腺功能亢进症, 阿-斯综合征
老年人甲状腺功能亢进症, 腹泻
老年人甲状腺功能亢进症, 谵妄
老年人甲状腺功能亢进症, 昏迷
老年人甲状腺功能亢进症, 休克
老年人甲状腺功能亢进症, 吞咽困难
老年人甲状腺功能亢进症, 重症肌无力
老年人甲状腺功能亢进症, 贫血
老年人甲状腺功能亢进症, 糖尿病
老年人甲状腺功能亢进症, 老年人类风湿性关节炎
老年人甲状腺功能亢进症, 红斑狼疮
老年人甲状腺功能亢进症, 干燥综合征
老年人甲状腺功能亢进症, 特发性血小板减少性紫癜
婴儿腹部远心性脂肪营养不良,糖尿病
晕痣,白癜风
老年人假膜性小肠结肠炎,休克
老年人假膜性小肠结肠炎, 弥散性血管内凝血
婴儿及儿童期癫痫及癫痫综合征,新生儿窒息
跗骨与周围关节结核,骨肿瘤
心房肥大,肺栓塞
老年人间质性肺炎,呼吸衰竭
婴儿痉挛症,瘫痪
老年人结肠憩室,便秘
增龄性黄斑变性,脉络膜新生血管
婴儿肉毒中毒综合征,婴儿猝死综合征
蛰伏脂瘤,恶性黑色素瘤
婴儿纤维错构瘤,纤维肉瘤
真两性畸形,隐睾
老年人结肠息肉,肠梗阻
心脑血管疾病,心绞痛
老年人结核性脑膜炎,脑疝
婴儿黑矇性痴呆,瘫痪
青春型精神分裂症,情感障碍
老年人结节病,支气管扩张
老年人结节病, 咯血
老年人结节病, 呼吸衰竭
老年人结节病, 肺纤维化
老年人结节病, 虹膜睫状体炎
老年人结节病, 心律失常
老年人结节病, 心力衰竭
枕骨大孔脑膜瘤,延髓性麻痹
婴儿性骨皮质增生症,胸腔积液
老年人颈性眩晕,骨折
老年人酒精性肝病,消化道出血
婴儿肢端脓疱病,肾小球肾炎
婴儿肢端脓皮病,脓毒症
老年人酒精性心脏病,心力衰竭
疱疹性咽颊炎,恶寒发热
脂蛋白肾小球病,肾功能衰竭
老年人巨幼细胞性贫血,精神障碍
婴儿指趾纤维瘤病,败血症
韧带炎,十字韧带损伤
脂肪栓塞综合征,意识障碍
老年人扩张型心肌病,肺栓塞
直肠内套叠,便秘
牙结石,牙宣
老年人类风湿性关节炎,缩窄性心包炎
老年人类风湿性关节炎, 心肌炎
老年人类风湿性关节炎, 气胸
老年人类风湿性关节炎, 脉络膜炎
老年人类风湿性关节炎, 虹膜炎
老年人类风湿性关节炎, 骨关节炎
老年人类风湿性关节炎, 类风湿关节炎
老年人类风湿性关节炎, 关节炎
婴幼儿胃食管反流,缺铁性贫血
直肠膨出,肛裂
老年人流行性感冒,病毒性肺炎
老年人流行性感冒, 咯血
老年人流行性感冒, 细菌性肺炎
老年人流行性感冒, 急性肾功能衰竭
老年人流行性感冒, 病毒性心肌炎
老年人流行性感冒, 心包炎
老年人流行性感冒, 感染性休克
老年人流行性感冒, 成人呼吸窘迫综合征
老年人颅内压增高,高血压
牙龈瘘管,牙龈炎
婴幼儿型内斜视,眼球震颤
植物神经系统肿瘤,贫血
老年人慢性疾病性贫血,低血糖
咽喉癌,鼻咽癌
跖骨骨折,趾间神经痛
老年人慢性粒细胞白血病,老年人急性呼吸窘迫综合征
鹦鹉热,肺水肿
指骨骨折,软组织损伤
老年人慢性淋巴细胞白血病,贫血
致命性中线肉芽肿,感染性休克
鹦鹉热衣原体肺炎,静脉炎
原位癌,腹膜转移癌
老年人慢性肾功能衰竭,尿毒症
植物人,脑震荡
老年人慢性肾盂肾炎,蛋白尿
营养不良,低血糖
老年人慢性胃炎,胃穿孔
营养代谢疾病伴发的精神障碍,眼球震颤
自身免疫性肝硬化,肝硬化腹水
智能障碍,痴呆
营养代谢障碍疾病,结节性甲状腺肿
老年人慢性支气管炎,肺气肿
老年人慢性支气管炎, 阻塞性肺气肿
老年人慢性支气管炎, 支气管肺炎
老年人慢性支气管炎, 支气管扩张
老年人慢性支气管炎, 咳嗽
中老年男子部分性雄激素缺乏综合征,冠心病
中老年男子部分性雄激素缺乏综合征, 前列腺增生
中老年男子部分性雄激素缺乏综合征, 老年人前列腺增生症
中老年男子部分性雄激素缺乏综合征, 良性前列腺增生
中老年男子部分性雄激素缺乏综合征, 胃癌
肾上腺囊肿,肾上腺危象
硬化萎缩苔藓,便秘
老年人梅毒性心脏病,主动脉瘤
中性粒细胞减少症,败血症
老年人泌尿系结石,血尿
老年人泌尿系结石, 肾积水
老年人泌尿系结石, 肾绞痛
老年人泌尿系结石, 肾结石
老年人泌尿系结石, 膀胱结石
老年人泌尿系结石, 尿路感染
硬化型骨髓炎,骨质增生
食管间质瘤,食管癌
肿瘤性心包炎,缩窄性心包炎
老年人泌尿系统感染,肾炎
硬化性骨髓炎,骨质增生
小肠炎,急性肠炎
周期性动眼神经麻痹,上睑下垂
硬化性脂肪肉芽肿,水肿
老年人免疫性血小板减少性紫癜,贫血
周期性内斜视,斜视
硬脊膜外脓肿,瘫痪
老年人脑出血,肺炎
老年人脑出血, 褥疮
老年人脑出血, 肾功能衰竭
老年人脑出血, 应激性溃疡
老年人脑出血, 颅内高压综合征
老年人脑出血, 高血压
老年人脑出血, 高血压危象
肘关节强直与纤维性僵硬,肘关节强直与纤维性僵硬
神经源性肿瘤,神经内分泌肿瘤
硬脊膜下脓肿,躯体感觉障碍
硬脊膜下脓肿, 纯植物神经功能衰竭
肘管综合征,肘外翻
腹股沟淋巴结炎,脓肿
硬脑膜动静脉畸形,脊髓缺血
肘外翻畸形,神经炎
老年人脑栓塞,脑水肿
老年人脑栓塞, 昏迷
老年人脑栓塞, 心力衰竭
老年人脑栓塞, 脑疝
老年人脑栓塞, 老年人脑栓塞
老年人脑栓塞, 脑梗死
主动脉瓣闭锁不全,心律失常
老年人脑心综合征,阵发性室上性心动过速
老年人脑心综合征, 高血压性脑出血
老年人脑心综合征, 老年人脑出血
单纯型精神分裂症,焦虑症
硬脑膜下脓肿,脑积水
着色杆菌病,败血症
老年人脑血栓形成,脑疝
病理性骨折,昏迷
硬皮症伴发的精神障碍,营养不良
疱疹性咽炎,小儿高热
滋养细胞肿瘤,脾大
腹部肿瘤,腹膜炎
油彩皮炎,瘙痒症
足舟骨骨折,休克
神经性阳痿,勃起功能障碍
组织细胞坏死性淋巴结炎,多重肺部感染
热带性肺嗜酸性粒细胞浸润症,心力衰竭
油漆皮炎,便秘
疱疹性口腔炎,小儿高热
一氧化碳中毒后迟发性脑病,头痛
一氧化碳中毒后迟发性脑病, 眩晕
一氧化碳中毒后迟发性脑病, 意识障碍
一氧化碳中毒后迟发性脑病, 智能障碍
一氧化碳中毒后迟发性脑病, 血管性帕金森综合征
老年人黏液性瓣膜病,感染性心内膜炎
老年人黏液性瓣膜病, 二尖瓣环钙化
老年人黏液性瓣膜病, 脑栓塞
老年人黏液性瓣膜病, 猝死
老年人黏液性瓣膜病, 晕厥
油性肉芽肿,肿胀
克-雅氏病性痴呆,肺炎
疣状皮肤结核,寻常疣
复发性疱疹,直肠炎
分泌过多性青光眼,高眼压症
疣状血管瘤,运动障碍疾病
老年人尿崩症,低钠血症
腹茧症,肠梗阻
舌静脉曲张,静脉曲张综合征
老年人尿毒症性肺炎,肺水肿
老年人尿毒症性肺炎, 老年人急性左心衰竭
腹裂,硬肿症
疣状肢端角化病,脓毒症
母乳性腹泻,小儿营养不良
腹胀,胃溃疡
腹胀, 十二指肠溃疡
游走脾,脾破裂
老年人尿失禁,褥疮
经腹会阴直肠癌根治术后盆底腹膜疝,腹痛
游走性结节性脂膜炎,失眠
老年人帕金森病,骨折
发育不良痣,恶性黑色素瘤
睾丸畸胎瘤,精索静脉曲张
右束支传导阻滞,左束支传导阻滞
老年人期前收缩,心力衰竭
肝海绵状血管瘤,心力衰竭
哨兵痔,肛瘘
老年人前列腺癌,贫血
复发性流产,感染性休克
复发性流产, 女性不孕症
复发性流产, 盆腔炎症性不孕症
功能性下丘脑性闭经,营养不良
老年人前列腺增生症,尿失禁
病毒性感冒,鼻炎
右心房与下腔静脉平滑肌瘤,胸腔积液
老年人腔隙性脑梗死,瘫痪
肺癌转移,恶心和呕吐
幼淋巴细胞白血病,中枢神经系统白血病
老年人缺铁性贫血,萎缩性胃炎
膈下食管憩室,食管裂孔疝
风湿性心肌炎,慢性心功能不全
老年人缺血性结肠炎,溃疡性结肠炎
色素性皮肤病,色素斑
膈上食管憩室,弥漫性食管痉挛
膈上食管憩室, 贲门失弛缓症
膈上食管憩室, 食管裂孔疝
老年人缺血性心肌病,猝死
人工流产,完全流产
幼年黑素瘤,脓毒症
新生儿呕血和便血,失血性休克
老年人溶血性贫血,肾功能衰竭
幼年息肉,腹泻
肾小管间质性肾炎葡萄膜炎综合征,视网膜脱离
老年人乳头肌功能不全和断裂,心源性休克
幼年型类天疱疮,败血症
浅表性静脉炎,静脉血栓形成
老年人乳腺癌,偏瘫
幼年型粒-单核细胞白血病,湿疹
樱桃状血管瘤,运动障碍疾病
肠道肿瘤,贫血
幼年型慢性关节炎及其伴发的葡萄膜炎,前葡萄膜炎
老年人上腔静脉受压综合征,吞咽困难
多发性内分泌腺瘤Ⅱ型,高钙血症
风湿骨病,肺炎
幼年型慢性粒细胞白血病,黄瘤
腓总神经损伤,瘫痪
老年人上消化道出血,便血
前庭大腺脓肿,前庭大腺囊肿
幼年型疱疹样皮炎,急性肾炎
结节性硬化症,呼吸衰竭
老年人神经梅毒,脑梗死
背肌筋膜炎,慢性腰背痛
幼年型皮肌炎,肝大
神经鞘黏液瘤,粟丘疹
老年人神经症,心律失常
幼年性黄色肉芽肿,青光眼
劳力性心绞痛,不稳定型心绞痛
神经母细胞瘤,高血压
幼年性透明纤维瘤病,智力低下
老年人肾癌,贫血
溃疡性直肠炎,直肠损伤
遗传性痉挛性截瘫,褥疮
淤滞性皮下硬化症,下肢静脉血栓形成
呼吸机相关性肺炎,呼吸衰竭
老年人肾病综合征,下肢静脉血栓形成
老年人肾病综合征, 肺栓塞
老年人肾病综合征, 急性肾功能衰竭
老年人肾病综合征, 急性肾小管坏死
老年人肾病综合征, 急进性肾炎
老年人肾病综合征, 肾前性肾功能衰竭
老年人肾病综合征, 肺水肿
松果体细胞瘤,应激性溃疡
淤滞性紫癜,湿疹
结节病性心肌病,猝死
老年人食管癌,气管、支气管狭窄
髋关节滑囊炎,肌肉萎缩
原发免疫性疾病相关的淋巴增殖性疾病,淋巴瘤
口水强迫症,精神障碍
原发气管支气管肿瘤,肺不张
老年人食管裂孔疝,急性胃扩张
老年人食管裂孔疝, 消化性溃疡
老年人食管裂孔疝, 老年人上消化道出血
Ⅰ型免疫母细胞性淋巴腺病,结节性红斑
Ⅰ型免疫母细胞性淋巴腺病, 血管神经性水肿
Ⅰ型免疫母细胞性淋巴腺病, 肝大
Ⅰ型免疫母细胞性淋巴腺病, 重症肌无力
Ⅰ型免疫母细胞性淋巴腺病, 淀粉样变性
老年人室性期前收缩,猝死
白毛舌,口臭
进行性肥厚性间质性神经炎,共济失调
原发性肠系膜肿瘤,纤维瘤病
老年人室性心动过速,猝死
口腔干燥综合征,口腔溃疡
焦磷酸钙沉积病,甲状旁腺功能亢进
焦磷酸钙沉积病, 骨质疏松
焦磷酸钙沉积病, 痛风
焦磷酸钙沉积病, 高尿酸血症
焦磷酸钙沉积病, 高血压
焦磷酸钙沉积病, 关节炎
焦磷酸钙沉积病, 糖尿病
老年人嗜铬细胞瘤危象,脑出血
老年人嗜铬细胞瘤危象, 肺水肿
老年人嗜铬细胞瘤危象, 心律失常
老年人嗜铬细胞瘤危象, 急性心肌梗死
老年人嗜铬细胞瘤危象, 消化道出血
原发性单克隆免疫球蛋白病,淋巴瘤
肺癌肝转移,暴发性肝衰竭
老年人睡眠呼吸暂停综合征,心律失常
原发性单克隆球蛋白病肾损害,贫血
颅内脂肪瘤,唇裂
海绵体血管瘤,贫血
原发性腹膜癌,腹胀
老年人睡眠障碍,肺动脉高压
神经节苷脂沉积病,癫痫
克雷氏骨折,下尺桡关节脱位
老年人糖尿病,高渗性非酮症高血糖昏迷
老年人糖尿病, 糖尿病酮症酸中毒
老年人糖尿病, 乳酸性酸中毒
老年人糖尿病, 低血糖
老年人糖尿病, 心肌梗死
老年人糖尿病, 糖尿病足
原发性高血压,冠心病
原发性高血压, 心力衰竭
原发性高血压, 心律失常
原发性高血压, 短暂性脑缺血发作
原发性高血压, 高血压脑病
原发性高血压, 主动脉夹层
散发性脑炎伴发的精神障碍,意识障碍
泛细支气管炎,肺气肿
