disease_name,nutrition_do_eat,nutrition_not_eat,nutrition_recommend_eat
热咳,"['鸭蛋', '鸡蛋', '鸡肉', '腰果']","['田螺', '油条', '狗肉', '辣椒(红、尖、干)']","['红豆西米羹', '百果西米羹', '番茄西米粥', '萝卜粳米粥', '荷叶粳米粥', '百合粳米鸡', '薏米莲子粥', '蜜枣薏米煲']"
等孢球虫病,"['鸡蛋', '鸭肉', '乌骨鸡', '栗子（熟）']","['咸鸭蛋', '花生（炒）', '花生仁（炸）', '花生仁（炒）']","['冬菇鱼肉羹', '鱼肉鸡蛋汤', '鸡蛋布丁', '百合花鸡蛋羹', '丝瓜豆腐瘦肉汤', '木耳豆腐丁', '茯苓豆腐']"
热秘,"['鸭蛋', '鸡蛋', '鸡肉', '腰果']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['胡萝卜香蕉汁', '香蕉葡萄干牛奶', '牛奶香蕉糊', '香蕉蜂蜜奶', '鲜奶水晶香蕉', '木瓜生姜蜂蜜粥', '蜂蜜菠萝饮', '人参蜂蜜粥']"
热入血室,"['鸭蛋', '鸡蛋', '鸡肉', '腰果']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['猕猴桃西米粥', '猕猴桃苡仁粥', '猕猴桃西芹汁', '赤小豆鲤鱼汤', '鲤鱼粥', '归芪鲤鱼汤', '参芪鲤鱼', '冬瓜炖鲤鱼']"
单纯疱疹病毒性巩膜炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '花生（炒）', '花生仁（炸）', '咸鱼']","['金银花苦瓜汤', '金银花黄瓜肉片汤', '金银花蒸鱼', '金银花粥']"
青年人中的成年发病型糖尿病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '腐竹']","['菠菜豆腐蛋花汤', '莲子玉米瘦肉羹', '白菜肉末粥', '牛奶绿菜花', '草莓沙拉拌生菜']"
非01霍乱弧菌肠炎,,,
热伤风,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['五丝白菜卷', '小白菜馅包子', '芦笋饺', '芦笋蛋饼', '香椿头饺', '香椿凉面', '核桃肉粉', '冰糖核桃仁糊']"
青年上肢远端肌萎缩,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['炖大白菜', '牛肉盖饭', '炝菜花', '红烧黄花菜', '炒空心菜', '芹菜黄瓜素肉汤']"
热射病,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['水萝卜丝拌白菜', '香菇扒白菜', '香菇白菜羹', '清汤白菜卷', '赤小豆冬瓜祛湿汤', '赤小豆粥', '赤小豆山药粥']"
钩端螺旋体病的肾损害,,,
青年心肌梗死,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['茄子粥', '豆腐素蒸包', '豆腐泡大豆芽发菜汤', '大米荔枝粥', '荔枝圆肉汤', '荔枝桂圆方']"
热哮,"['蜂蜜', '鸭蛋', '鸡蛋', '鸡肉']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['枇杷粥', '枇杷银耳', '百合杏仁枇杷粥', '冰糖枇杷', '白果莲子粥', '白果冬瓜粥', '芡实白果粥', '芦荟汁白果羹']"
回归热型结节性非化脓性脂膜炎,,,
青年性驼背,"['赤砂糖', '鹌鹑蛋', '鸡肉', '鸡骨架']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['猪骨沙参汤', '健脾养血猪骨汤', '海蜇猪骨汤', '冬菇猪骨汤', '鳕鱼花生猪骨汤', '松子鸡骨鸽蛋汤', '花生鸡脚节瓜猪骨汤', '乌贼骨炖猪皮']"
热中,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['煮花椒童子鸡', '花椒鸡', '花椒鸡丁', '苦瓜豆浆汁', '豆浆山药汤', '豆浆莴笋汤']"
黄韧带骨化症,,,
青少年及小儿卵巢肿瘤,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '黄酒', '白酒']","['菠菜粥', '清润白菜鱼片汤', '生菜拌蛋片', '木耳芦笋蘑菇汤', '炒空心菜', '百合炒西兰花']"
妊娠恶阻,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['酸枣仁粥', '酸枣苹果汁', '姜汁奶(姜撞奶)', '姜汁牛奶', '姜汁菠菜', '红糖生姜汁', '当归生姜羊肉汤']"
间插血吸虫病,,,
青少年及小儿阴道肉瘤,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['草莓菠菜汁', '菠菜豆腐汤', '牛奶菠菜粥', '白菜猪肉水饺', '炝菜花', '木耳烧黄花鱼']"
妊娠热病,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['猕猴桃西芹汁', '猕猴桃苡仁粥', '豆浆莴笋汤', '豆浆南瓜汤', '豆浆粥']"
阿尔茨海默病性痴呆,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['干腌菜', '咸鸭蛋', '花生（炒）', '花生仁（炸）']","['红扁豆粥', '山药扁豆粥', '龙眼粥', '小米龙眼粥', '番茄羊肉汤', '泥鳅炖豆腐', '银耳瘦肉羹']"
青少年及小儿阴道透明细胞癌,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['白菜包子', '菠菜粉丝汤', '花豆腐生菜瘦肉汤', '炒空心菜', '芹菜烧肉水饺', '木耳芝麻茶']"
肉痹,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['荠菜汤', '荠菜萝卜汁', '荠菜粥', '荠菜百合粥', '冬菇苋菜汤', '车前叶苋菜粥', '苋菜水', '冬菇苋菜汤']"
类鼻疽杆菌肺炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '花生（炒）', '花生仁（炸）', '咸鱼']","['小白菜馅包子', '素炒小白菜', '芝麻拌白菜丁', '炝圆白菜', '开水白菜', '白菜小米卷']"
青少年及小儿子宫颈癌,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['香菇扒小白菜', '香菇烧菜花', '生菜鸡丝', '菠菜粥', '西兰花炒牛肉', '猪肉炖茄子']"
肉痉,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['百合炒芦笋', '鲜奶芦笋汤', '百合芦笋汤', '奶汁芦笋', '芦笋粥', '清汤白菜卷', '素炒小白菜']"
丘疹性荨麻疹,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '白酒', '公鸡']","['鸡肉冬菜饼', '金针炒鸡肉', '鸡肉蘑菇汤', '鸡蛋冰糖炖银耳', '鸡蛋黄花汤', '百合鸡蛋黄汤', '生煸荷兰豆', '清炒荷兰豆']"
肉瘿,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['芦笋汁', '百合炒芦笋', '百合芦笋汤', '银耳芦笋', '车前叶苋菜粥', '苋菜粥', '香干苋菜', '清汤冬苋菜']"
囊性肾病,,,
乳发,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['鱼腥草茶', '鱼腥草饮', '银花饮', '金银花粥', '银花薄荷饮', '金银花苦瓜汤', '银花当归茶']"
性功能异常伴发的精神障碍,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['秋葵炒火腿', '百合桑葚汁', '黑米粥', '扁豆瘦肉汤', '山药扁豆粥']"
乳痨,,,
丘疹性血管增生,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['芹菜炒肉片', '菠菜芹菜粥', '肉片烧菜花', '冬菇烧白菜', '白干炒菠菜', '炒空心菜']"
职业性痤疮,,,
乳疬,,,
丘疹紫癜性手套和短袜样综合征,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['芹菜粥', '清润白菜鱼片汤', '香菇炒菜花', '萝卜生菜汤', '番茄菠菜汁', '素炒空心菜', '黄瓜木耳汤']"
软纤维瘤,,,
乳泣,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['红枣花生汁', '红枣人参汤', '小米红枣粥', '木耳红枣粥', '木耳大枣粥', '红枣黑木耳汤', '木耳粥']"
曲霉病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['苹果沙拉', '炒空心菜', '清炒木耳菜', '番茄芹菜汁', '素炒黄花菜', '荔枝粥', '西兰花炒牛肉', '山药葡萄粥']"
散发性甲状腺肿,,,
乳痈,,,
曲霉球,,,
水痘-带状疱疹性葡萄膜炎,,,
蓐劳,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['土豆粥', '土豆拌西红柿', '土豆汤', '西瓜番茄汁', '西瓜汁', '山药西瓜炒百合']"
躯体感染伴发的精神障碍,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['芒果拼盘', '香菇白菜羹', '芹菜粥', '菠菜芹菜粥', '番茄芹菜汁', '菜花泥子汤', '猕猴桃西芹汁']"
鼠疫耶尔森菌肺炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['香菇白菜羹', '清汤白菜卷', '素炒小白菜', '香菇洋白菜', '奶汁白菜条']"
三痹,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['鲜柠檬汁', '番茄柠檬汁', '草莓柠檬汁', '红糖绿豆沙', '山楂红糖粥', '干姜红糖粥']"
全身性发疹性组织细胞增生症,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['什锦猪肉菜末', '益母当归煲鸡蛋', '牛奶绿菜花', '清润白菜鱼片汤', '生菜香菇', '菠菜粥', '菠菜芹菜粥']"
全身脂肪代谢障碍,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['番茄芹菜汁', '白菜蛋花粥', '菠菜粥', '生菜拌蛋片', '炒空心菜', '素炒黄花菜', '菠菜豆腐汤']"
三焦咳,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '螃蟹']","['百合粥', '百合川贝银杏羹', '雪梨百合冰糖饮', '百合雪梨莲藕汤', '雪梨饮', '梨荷竹叶饮', '川贝酿梨', '川贝炖雪梨']"
缺血性多形性室性心动过速,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['牛奶玉米汤', '清汤白菜卷', '鸡蛋芹菜炒饭', '肉片烧菜花', '白干炒菠菜', '菠菜羹']"
投掷骨折,,,
色厥色脱,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['干腌菜', '田螺', '沙丁鱼', '三文鱼']","['番茄苹果汁', '芦荟苹果汁', '苹果胡萝卜泥', '苹果草莓汁', '阿胶鸡蛋汤', '百合圆肉煲鸡蛋', '鸡蛋米汤粥']"
Reis-Bucklers角膜营养不良,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['五丝白菜卷', '草莓菠菜汁', '牛奶菠菜粥', '肉片烧菜花', '西兰花炒牛肉', '蛋花空心菜汤', '苹果汁', '苹果胡萝卜泥']"
退变性骶髂关节炎,,,
色素斑,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['玉竹白菜', '素炒圆白菜', '白菜卷', '白菜粥', '苋菜粥', '姜汁苋菜', '香炒苋菜']"
Rh血型不合溶血病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['豆腐素蒸包', '草莓菠菜汁', '肉片烧菜花', '香菇白菜羹', '芹菜红枣汤', '黑木耳芹菜粥', '红豆花生红枣粥', '三米红枣桂圆粥']"
结核性心包炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['白菜炒干丝', '素炒小白菜', '芝麻拌白菜丁', '白菜肉末粥', '白菜清汤', '白菜卷']"
色欲伤,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['干腌菜', '田螺', '沙丁鱼', '三文鱼']","['牛奶椰汁', '牛奶玉米汤', '牛奶麦片粥', '牛奶蛋', '牛奶麦片粥']"
诺卡菌病,,,
花粉过敏性哮喘,,,
痧气,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['田螺', '沙丁鱼', '三文鱼', '海虾']","['芹菜蜜汁', '菠萝芹菜汁', '芹菜粥', '鲜芹菜汁', '芹菜粥', '枸杞叶芹菜鱼片汤', '炒芹菜', '麻油拌菠菜芹菜']"
染色体异常,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['炖大白菜', '香菇油菜包', '香菇油菜', '粉丝拌油菜', '紫菜芙蓉汤', '紫菜豆腐汤', '紫菜冬瓜肉粒汤', '清炒木耳菜']"
旋前圆肌综合征,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['口蘑香菇粥', '香菇凤足汤', '香菇茯苓粥', '香菇素包', '香菇炒菜花', '香菇里脊']"
痧子,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['干腌菜', '田螺', '沙丁鱼', '三文鱼']","['牛奶椰汁', '牛奶玉米汤', '牛奶窝蛋莲子汤', '牛奶蛋', '牛奶麦片粥', '豆浆粥', '豆浆莴笋汤']"
染色体异常伴发的精神障碍,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸽肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['肉片柿子汤', '珍珠菜花汤', '芹菜红枣汤', '芹菜牛肉粥', '空心菜瘦肉粥', '菠菜粉丝汤']"
伤风,"['鸭蛋', '鸡蛋', '鸡肉', '芝麻']","['啤酒', '田螺', '河蚌', '海虾']","['山药桂圆粥', '炖山药', '红枣山药粥', '山药面', '山药萝卜粥', '山楂红糖粥', '银耳拌山楂', '番茄橘子汁']"
桡骨茎突骨折,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸽肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['木耳豆腐丁', '芹菜红枣汤', '素炒圆白菜', '空心菜排骨汤', '菠菜豆腐蛋花汤', '黄花菜蒸肉饼', '萝卜生菜汤']"
伤食泄泻,,,
光化性角化病,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['小白菜馅包子', '白菜包子', '香菇扒小白菜', '鲜陈白菜汤', '白菜清汤', '火腿白菜炖汤']"
桡骨头骨折,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肝']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['山药黑米炖猪肚', '鸡腿菇拌猪肚', '慢炖猪肚肺', '雪菜牛肉粥', '奶香蘑菇牛肉面', '牛肉鸡汤水饺', '土豆丝拌白菜', '香菇扒白菜']"
新生儿ABO溶血病,,,
桡管综合征,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸭肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['鸡蛋芹菜炒饭', '淡菜板豆腐白菜汤', '生菜鸡丝', '素炒圆白菜', '空心菜排骨汤', '白萝卜梨汁', '肉片柿子汤']"
少腹如扇,,,
桡神经感觉支卡压,,,
分离性垂直偏斜,"['鸭肉', '乌骨鸡', '芝麻', '栗子（熟）']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['冬菇烧白菜', '炝圆白菜', '粉蒸白菜', '醋溜白菜(二)', '奶油扒白菜']"
神昏,,,
芽生菌病样脓皮病,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['麻酱白菜心', '玻璃白菜汤', '炝圆白菜', '土豆丝拌白菜', '奶油扒白菜']"
热带性出汗不良,,,
神思间病,,,
热带性口炎性腹泻,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡爪']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['鸡爪猪骨奶白汤', '草鱼豆腐', '白菜蛋花粥', '草莓果汁', '菠菜汤', '西米木瓜奶露', '银耳炖木瓜', '红枣桂圆蛋汤']"
肾疳,,,
人格解体-现实解体综合征,,,
多形性脂肪瘤,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '莲子', '花生仁（炸）', '咸鱼']","['鲜蘑豆腐汤', '丝瓜豆腐瘦肉汤', '海味豆腐汤', '白菜粥']"
肾精亏虚,"['鸭蛋', '鸡蛋', '鸡肉', '腰果']","['鸡肉', '杏仁', '松子仁', '核桃']","['白萝卜炖猪排骨', '酱猪排骨', '猪排骨焖土豆', '鸭肉菜包', '海参鸭肉汤', '黄豆芽排骨', '黄豆芽拌芦荟', '茄子粥']"
人类T淋巴细胞病毒感染,,,
羊膜带综合征,,,
肾咳,,,
人类免疫缺陷病毒所致葡萄膜炎,,,
斑疹伤寒立克次体肺炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['梅子肉', '梅子蒸排骨', '芋头肉片粥', '芋头煮肉丸', '芋头豆腐']"
肾气不固,"['鸭蛋', '鸡蛋', '鸭肉', '鸡肉']","['沙丁鱼', '三文鱼', '海虾', '带鱼']","['白萝卜炖猪排骨', '酱猪排骨', '煎猪腰子串', '罗汉果雪耳鸡汤', '黄米面炸糕', '山药薏米红枣粥', '莲枣薏米鸭', '百合绿豆沙羹']"
人免疫缺陷病毒感染性肾损害,,,
隐翅虫皮炎,"['鸭肉', '乌骨鸡', '栗子（熟）', '核桃']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['香菇扒小白菜', '淡菜板豆腐白菜汤', '白菜小米卷', '清汤白菜卷', '鲜陈白菜汤', '鸡火白菜汤', '开水白菜']"
肾虚耳鸣,"['孢子甘蓝', '鸭蛋', '鸡蛋', '鸡肉']","['白酒', '鸭血(白鸭)', '绿豆', '田螺']","['猪肉青菜粥', '猪肉炒饼', '苦瓜炖猪排骨', '酱猪排骨', '牛肉汉堡包', '酱牛肉', '鹌鹑蛋蔬菜串', '熘鹌鹑蛋']"
人疱疹病毒-6型感染,,,
白发,"['乌骨鸡', '桃仁', '栗子（熟）', '黑芝麻']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['桃仁红枣粥', '芝麻桃仁粥', '桑仁粥', '仙人粥', '红枣黑豆粥', '芝麻黑豆粥', '黑芝麻粥']"
肾虚眩晕,"['鸭蛋', '鸡蛋', '鹌鹑蛋', '鸡肉']","['鸭血(白鸭)', '绿豆', '田螺', '沙丁鱼']","['猪肉炒饼', '小白菜猪肉饺', '酱猪排骨', '红煨猪排', '山楂牛肉干', '酱牛肉', '鸳鸯鹌鹑蛋', '香卤鹌鹑蛋']"
人为性皮炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['菠菜芹菜粥', '芹菜炒肉片', '香菇炒菜花', '草莓沙拉拌生菜', '肉末菠菜', '素炒空心菜', '西芹菠萝汁', '番茄葡萄汁']"
张力性气胸,,,
肾虚腰痛,"['鸭蛋', '鸡蛋', '鹌鹑蛋', '鸡肉']","['鸭血(白鸭)', '绿豆', '田螺', '沙丁鱼']","['猪肉炒饼', '酱野猪肉', '小白菜猪肉饺', '雪菜牛肉粥', '萝卜牛肉蒸饺', '清汤鲈鱼羹', '鲜莼鲈鱼羹', '清蒸葡萄枸杞子']"
自主性高功能性甲状腺腺瘤,"['乌骨鸡', '栗子（熟）', '黑芝麻', '核桃']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['香菇扒小白菜', '芝麻拌白菜丁', '土豆丝拌白菜', '炝圆白菜', '粉蒸白菜', '奶汁白菜条']"
肾痈,,,
制药业引起的皮肤病,,,
升主动脉瘤,,,
蜂窝肺综合征,"['乌骨鸡', '栗子（熟）', '黑芝麻', '核桃']","['啤酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['白菜包子', '素炒小白菜', '芝麻拌白菜丁', '炝圆白菜', '粉蒸白菜', '开水白菜']"
人为脂膜炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '螃蟹', '淡菜(鲜)']","['青菜饭', '卷心菜菠萝汁', '菠菜双蛋羹', '肉片柿子汤', '荔枝山药粥', '猕猴桃苡仁粥', '清汤馄饨', '排骨汤面']"
尸厥,,,
妊娠高血压综合征,"['赤砂糖', '鹌鹑蛋', '鹅', '鹌鹑肉']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['鸡蛋炒面', '芹菜炒鸡蛋', '冬瓜小豆鲤鱼汤', '白汤鲫鱼', '木瓜胡萝卜玉米粥', '胡萝卜汤', '素炒西兰花', '蒸瓤茄子']"
急性女阴溃疡,,,
失荣,,,
接合菌病,,,
妊娠高血压综合征眼底病变,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '腐竹', '淡菜(鲜)']","['黑木耳芹菜粥', '芹菜红枣汤', '菜花沙拉', '空心菜粥', '菠菜汤', '胡萝卜苹果汁', '猕猴桃西芹汁']"
湿痹,,,
毛囊周角化病,,,
妊娠合并白血病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '螃蟹', '蛤蜊']","['萝卜牛肉蒸饺', '白菜蛋花粥', '炝炒西兰花', '木瓜粥', '草莓果汁', '鸡肉白薯粥', '薏米莲子粥', '山药薏米粥']"
湿毒疮,,,
麻疹病毒肺炎,"['蜂蜜', '乌骨鸡', '栗子（熟）', '黑芝麻']","['黄酒', '白酒', '咸鸭蛋', '花生仁（炸）']","['鸭梨粥', '银耳雪梨膏', '白萝卜梨汁', '冰糖核桃仁糊', '核桃片', '胡萝卜苹果汁', '苹果色拉', '芝麻蜂蜜粥']"
妊娠合并癫痫,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '白酒', '腐竹', '淡菜(鲜)']","['鸡肉炒藕丝', '肉片柿子汤', '素炒空心菜', '菠菜羹', '炝圆白菜', '薏米豆腐羹', '山药薏米红枣粥', '桂圆草莓炒山药']"
湿热病,"['鸭蛋', '鸡蛋', '鹌鹑蛋', '鸡肉']","['鸭血(白鸭)', '绿豆', '田螺', '沙丁鱼']","['奶汤干贝菜花', '红腐菜花', '炸菜花', '肉片烧菜花']"
女性膀胱颈梗阻,,,
妊娠合并动脉导管未闭,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '黄酒', '白酒']","['香菇白菜羹', '生菜鸡丝', '菠菜粥', '素炒空心菜', '黄花菜炒木耳', '菠菜橘子汁', '鸡蛋芹菜炒饭', '香菇炒菜花']"
湿热痢,,,
妊娠合并多囊肾,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['珍珠菜花汤', '水萝卜丝拌白菜', '生菜拌蛋片', '花生菠菜粥', '芹菜炒香菇', '豆浆莴笋汤', '鲜百合冬菇西兰花汤']"
扭转痉挛,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['白酒', '咸鸭蛋', '花生仁（炸）', '咸鱼']","['番茄芹菜汁', '芹菜牛肉粥', '芹菜炒肉片', '菠菜芹菜粥', '番茄西瓜汁', '草莓西瓜汁']"
佩吉特病样网状细胞增生症,,,
湿热蕴脾,,,
湿阻,,,
妊娠合并肺炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '淡菜(鲜)', '猪脑']","['草鱼豆腐', '花生牛奶炖银耳', '肉片柿子汤', '鸡蛋芹菜炒饭', '香菇白菜羹', '苹果生菜酸奶汁', '香菇炒菜花']"
全身黏液性水肿,,,
石油、煤焦油及其分馏产物所致的皮肤病,,,
妊娠合并风湿性心脏病,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '白酒', '虾皮', '淡菜(鲜)']","['芹菜炒肉片', '白菜蛋花粥', '牛奶绿菜花', '红烧菜花', '草莓沙拉拌生菜', '清炒木耳菜', '炒空心菜', '荔枝炒丝瓜']"
脂质沉积性肌病,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '章鱼', '咸鱼']","['白菜包子', '大白菜饺', '素炒小白菜', '香菇洋白菜', '奶汁白菜条']"
实喘,,,
妊娠合并肝硬化,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['益母草鸡肉汤', '三文鱼蒸蛋羹', '菠菜羹', '蛋黄菜花汤', '西兰花炒牛肉', '银耳莲子枸杞粥', '黑米粥', '桂圆肉粥']"
湿疹样癌,,,
食管痹,,,
妊娠合并红细胞增多症,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鸡肉']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['清炖木耳香菇', '炒空心菜', '鲜百合冬菇西兰花汤', '珍珠菜花汤', '素炒圆白菜', '菠菜粉丝汤', '水晶猕猴桃', '荔枝炒丝瓜']"
色素性青光眼,,,
妊娠合并急性膀胱炎,"['赤砂糖', '鸡蛋', '鹌鹑蛋', '鹅']","['啤酒', '江米酒', '白酒', '淡菜(鲜)']","['萝卜牛肉蒸饺', '冬瓜香菇海带汤', '蜜制胡萝卜', '西葫芦饺', '草莓果汁', '猕猴桃西芹汁', '莲子粥', '黑米粥']"
食积胃病,,,
霜样树枝状视网膜血管炎,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['小白菜馅包子', '香菇扒小白菜', '白菜姜葱汤', '奶汁白菜条']"
食瘕,,,
叶酸缺乏神经病,"['乌骨鸡', '栗子（熟）', '核桃', '青豆']","['咸鸭蛋', '花生仁（炸）', '咸鱼', '龙虾']","['大白菜饺', '麻酱白菜心', '桔汁白菜', '土豆丝拌白菜', '炝圆白菜', '奶汁白菜条']"
